Gene,BLymphocytes,TLymphocytes,Monocytes,Neutrophils
EIF1AX,0,0,1,0
ZNF775,0,0,1,0
RBM38,0,0,1,0
MRPL38,0,0,1,0
MFSD12,0,0,1,0
CCDC12,0,0,1,0
SLC25A36,0,0,1,0
TMC8,0,0,1,0
C15orf39,0,0,1,0
PKN1,0,0,1,0
CRY2,0,0,1,0
PLEKHB1,0,0,1,0
SOWAHD,0,0,1,0
SNN,0,0,1,0
NEURL1,0,0,1,0
NSUN5P1,0,0,1,0
LSM7,0,0,1,0
DHX37,0,0,1,0
MXD4,0,0,1,0
PKD1P6,0,0,1,0
PLAGL2,0,0,1,0
TIGD3,0,0,1,0
OPRL1,0,0,1,0
TMEM106B,0,0,1,0
NSUN5P2,0,0,1,0
CHID1,0,0,1,0
AC138932.1,0,0,1,0
ITGAL,0,0,1,0
ZNF217,0,0,1,0
JMJD8,0,0,1,0
ATP13A2,0,0,1,0
LRRC25,0,0,1,0
EFNB1,0,0,1,0
SLC2A6,0,0,1,0
AP3M2,0,0,1,0
PLD4,0,0,1,1
PPP1R37,0,0,1,0
SETBP1,0,0,1,0
SLC27A4,0,0,1,0
EVI5,0,0,1,0
DGKG,0,0,1,0
GRK2,0,0,1,0
AP003717.3,0,0,1,0
YPEL5,0,0,0,1
EEPD1,0,0,0,1
RAB11FIP1,0,0,0,1
AMD1,0,0,0,1
LINC02397,0,0,0,1
LMO2,0,0,0,1
RSAD1,0,0,0,1
CPS1,0,0,0,1
PLEKHG3,0,0,0,1
ATP6V1A,0,0,0,1
GLO1,0,0,0,1
TM6SF1,0,0,0,1
SELENOK,0,0,0,1
SLC25A38,0,0,0,1
TOPORS,0,0,0,1
BAZ2B,0,0,0,1
HECW1,0,0,0,1
FRAT1,0,0,0,1
HSDL2,0,0,0,1
HSH2D,0,0,0,1
SETD1B,0,0,0,1
MED25,0,0,0,1
EVL,0,0,0,1
NPL,0,0,0,1
7-Mar,0,0,0,1
OGFRL1,0,0,0,1
AES,0,0,0,1
ZMYND11,0,0,0,1
NHSL2,0,0,0,1
MINDY1,0,0,0,1
TUBA1A,0,0,0,1
CYSLTR1,0,0,0,1
ZNF324,0,0,0,1
IFFO2,0,0,0,1
FAM111B,0,0,0,1
UBN1,0,0,0,1
PRKACB,0,0,0,1
PRICKLE1,0,0,0,1
KLF16,0,0,0,1
STARD9,0,0,0,1
STK38L,0,0,0,1
TARBP1,0,0,0,1
CBX6,0,0,0,1
L3MBTL4,0,0,0,1
PTAFR,0,0,0,1
NDUFB6,0,0,0,1
C5AR2,0,0,0,1
LRMP,0,0,0,1
IFRD2,0,0,0,1
TSC22D2,0,0,0,1
OR52K2,0,0,0,1
MIDN,0,0,0,1
IKBIP,0,0,0,1
BACH2,0,0,0,1
ITPRIP,0,0,0,1
CSMD3,0,0,0,1
PLXND1,0,0,0,1
RAD21,0,0,0,1
GRAMD1C,0,0,0,1
CSF1,0,0,0,1
FRY,0,0,0,1
TAGAP,0,0,0,1
TTC19,0,0,0,1
FAM174A,0,0,0,1
TBL1X,0,0,0,1
SEC14L1,0,0,0,1
KCNN3,0,0,0,1
NR4A2,0,0,0,1
TAF13,0,0,0,1
FGL2,0,0,0,1
TLE3,0,0,0,1
PKD1,0,0,0,1
GCSAM,0,0,0,1
PHOSPHO1,0,0,0,1
USP40,0,0,0,1
ADGRL3,0,0,0,1
TLR9,0,0,0,1
ZNF154,0,0,0,1
AR,0,0,0,1
TCF4,0,0,0,1
AUTS2,0,0,0,1
AMPD2,0,0,0,1
PPP1R15B,0,0,0,1
KMO,0,0,0,1
SERTAD2,0,0,0,1
DNAJA1,0,0,0,1
KLF2,0,0,0,1
PRSS23,0,0,0,1
KANK1,0,0,0,1
PRMT7,0,0,0,1
FAM3C,0,0,0,1
RPS4X,0,0,0,1
NAP1L1,0,0,0,1
CRX,0,0,0,1
KDM7A,0,0,0,1
AC087190.3,0,0,0,1
LRRC4,0,0,0,1
BMS1,0,0,0,1
SAMD3,0,0,0,1
DDX3X,0,0,0,1
ATP2B1,0,0,0,1
GOLGA8CP,0,0,0,1
KCTD15,0,0,0,1
SBDS,0,0,0,1
RGS2,0,0,0,1
FCRL3,0,0,0,1
ZFAND2A,0,0,0,1
EIF5,0,0,0,1
RASGEF1B,0,0,0,1
NLRP12,0,0,0,1
HERC2P4,0,0,0,1
EGLN1,0,0,0,1
SNAP23,0,0,0,1
RNF141,0,0,0,1
CTSS,0,0,0,1
RAG1,0,0,0,1
SLC45A4,0,0,0,1
IGHV1-2,0,0,0,1
ARL1,0,0,0,1
FAM135A,0,0,0,1
ASF1B,0,0,0,1
EIF3E,0,0,0,1
SCAP,0,0,0,1
LYST,0,0,0,1
RPS23,0,0,0,1
RIPOR1,0,0,0,1
MST1L,0,0,0,1
FAM212B,0,0,0,1
ERBB4,0,0,0,1
RICTOR,0,0,0,1
DDR1,0,0,0,1
NOTCH1,0,0,0,1
SSRP1,0,0,0,1
RPS18,0,0,0,1
PKN2,0,0,0,1
RNF19B,0,0,0,1
RAPGEF2,0,0,0,1
OR51R1P,0,0,0,1
AC011445.1,0,0,0,1
ARMCX6,0,0,0,1
